mac,mac_vendor,mac_vendor_address,mac_vendor_address2,mac_vendor_country
"00:d0:7f*","STRATEGY & TECHNOLOGY, LIMITED","Suite 4.2, Clifton Heights","Bristol  BS8 1EJ","GB"
"00:30:85*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:30:26*","HeiTel Digital Video GmbH","Stuthagen 25","DE",""
"00:30:a6*","VIANET TECHNOLOGIES, LTD.","8 HACHARASH STREET","IL",""
"00:30:47*","NISSEI ELECTRIC CO., LTD.","32 MIYAWAKE, SHIMONOISHIKI-CHO","JP",""
"00:d0:47*","XN TECHNOLOGIES","P.O. BOX 350","CHENEY  WA  99004","US"
"00:d0:18*","QWES. COM, INC.","14742 NEWPORT AVE. - STE. #203","TUSTIN  CA  92780","US"
"00:d0:65*","TOKO ELECTRIC","4008 KUROHAMA, HASUDA-SHI","JP",""
"00:d0:8f*","ARDENT TECHNOLOGIES, INC.","250 N. WOLFE ROAD","SUNNYVALE  CA  94086","US"
"00:d0:c9*","ADVANTECH CO., LTD.","FL. 4, NO.  108-3","TAIPEI  TAIPEI  TAIWAN","TW"
"00:d0:e7*","VCON TELECOMMUNICATION LTD.","22 MASKIT STREET","IL",""
"00:d0:87*","MICROFIRST INC.","11 EAST OAK STREET","OAKLAND  NJ  07436","US"
"00:d0:08*","MACTELL CORPORATION","7000 CAMERON ROAD","AUSTIN  TX  78752","US"
"00:d0:ab*","DELTAKABEL TELECOM CV","HANZEWEG 14","THE  ","NL"
"00:d0:a8*","NETWORK ENGINES, INC.","61 PLEASANT STREET","RANDOLPH  MA  02368","US"
"00:d0:1c*","SBS TECHNOLOGIES,","CONNECTIVITY PRODUCTS","ST. PAUL  MN  55121-1245","US"
"00:d0:c0*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:d0:51*","O2 MICRO, INC.","2901 TASMAN DRIVE, STE.#205","SANTA CLARA  CA  95054","US"
"00:d0:6d*","ACRISON, INC.","20 EMPIRE BLVD.","MOONACHIE  NJ  07074","US"
"00:d0:ed*","XIOX","150 DOW STREET","MANCHESTER  NH  03101","US"
"00:d0:c2*","BALTHAZAR TECHNOLOGY AB","ANKDAMMSGATAN 24","SE",""
"00:d0:fb*","TEK MICROSYSTEMS, INCORPORATED","ONE NORTH AVENUE","BURLINGTON  MA  01803","US"
"00:d0:82*","IOWAVE INC.","1010 WISCONSIN AVENUE","WASHINGTON  DC  20007","US"
"00:d0:ad*","TL INDUSTRIES","2541 TRACY ROAD","NORTHWOOD  OH  43619","US"
"00:d0:db*","MCQUAY INTERNATIONAL","13600 INDUSTRIAL PARK BLVD.","MINNEAPOLIS  MN  55441","US"
"00:d0:fc*","GRANITE MICROSYSTEMS","10202 N. ENTERPRISE DRIVE","MEQUON  WI  53092","US"
"00:d0:42*","MAHLO GMBH & CO. UG","DONAUSTRASSE 12","DE",""
"00:d0:46*","DOLBY LABORATORIES, INC.","100 Potrero Avenue","San Francisco  CA  94103-4938","US"
"00:30:aa*","AXUS MICROSYSTEMS, INC.","2F-4, NO.18/N. 609, SEC. 5","TAIWAN  TAIWAN  R.O.C.","TW"
"00:30:43*","IDREAM TECHNOLOGIES, PTE. LTD.","54 KALLANG BAHRU, #02-14","SG",""
"00:30:10*","VISIONETICS INTERNATIONAL","3F, NO. 3, PROSPERITY ROAD 1","TAIWAN  R.O.C.","TW"
"00:30:96*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:30:84*","ALLIED TELESYN INTERNAIONAL","CORPORATION","SUNNYVALE  CA  94086","US"
"00:30:cf*","TWO TECHNOLOGIES, INC.","419 SARGON WAY","HORSHAM  PA  19044","US"
"00:50:a1*","CARLO GAVAZZI, INC.","222 PENNBRIGHT DR. - STE.#210","HOUSTON  TX  77090","US"
"00:d0:6c*","SHAREWAVE, INC.","5175 HILLSDALE CIRCLE","EL DORADO HILLS  CA  95762","US"
"00:d0:3a*","ZONEWORX, INC.","40925 COUNTY CENTER DRIVE","TEMECULA  CA  92592","US"
"00:50:c1*","GEMFLEX NETWORKS, LTD.","230-6651 FRASERWOOD PL.","CANADA  V6W  1J3","CA"
"00:50:fb*","VSK ELECTRONICS","VENETIELAAN 39","BE",""
"00:50:33*","MAYAN NETWORKS","3350 SCOTT BLVD. - BLDG. #9","SANTA CLARA  CA  95054","US"
"00:50:b5*","FICHET-BAUCHE","15-17 AVE. MORANE-SAULNIER","FR",""
"00:30:05*","Fujitsu Siemens Computers","Buergermeister ulrich 100","86199 Augsburg    ","DE"
"00:30:4e*","BUSTEC PRODUCTION LTD.","WORLD AVIATION PARK","Shannon  County Clare  ","IE"
"00:30:e0*","OXFORD SEMICONDUCTOR LTD.","25 MILTON PARK","Abingdon  Oxon  OX14 4SH","GB"
"00:30:a1*","WEBGATE Inc.","4F, Pika Bldg., 894-20, Hoyke 2-dong","Anyang-Si  Kyunggi-Do  ","KR"
"00:30:3d*","IVA CORPORATION","142 NORTH RD STE R","SUDBURY  MA  01776","US"
"00:30:c3*","FLUECKIGER ELEKTRONIK AG","KIRCHBARGSTRASSE 201","CH",""
"00:d0:ba*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:d0:bc*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:d0:d8*","3Com Corporation","2133 LEGHORN STREET","MOUNTAIN VIEW  CA  94043","US"
"00:d0:6b*","SR TELECOM INC.","8150 Trans Canada Highway","Quebec    H4S 1M5","CA"
"00:d0:6a*","LINKUP SYSTEMS CORPORATION","1190 COLEMAN AVE.- STE #2C","SAN JOSE  CA  95110","US"
"00:90:40*","Siemens Network Convergence LLC","Ten Technology Park Drive","Westford  MA  01886-3146","US"
"00:90:c7*","ICOM INC.","6-9-16 KAMIHIGASHI","HIRANO-KU, OSAKA    ","JP"
"00:90:35*","ALPHA TELECOM, INC.","2F, NO.2, LI HSIN ROAD","HSIN-CHU    ","TW"
"00:90:47*","GIGA FAST E. LTD.","14F, NO.112, SEC. 1","Hsi-Chih  Taipei Hsien  ","TW"
"00:90:cb*","Wireless OnLine, Inc.","4410 EL CAMINO REAL,  STE #101","LOS ALTOS  CA  94022","US"
"00:90:3f*","AZTEC RADIOMEDIA","31, RUE DU CHEMINDEFER","67200 STRASBOURG    ","FR"
"00:10:43*","A2 CORPORATION","6-14-11 YUTAKA-CHO","TOKYO    ","JP"
"00:10:8d*","Johnson Controls, Inc.","507 E. Michigan St.","Milwaukee  WI  53201","US"
"00:10:83*","HEWLETT-PACKARD COMPANY","MAIL STOP 42LE","CUPERTINO  CA  95014","US"
"00:10:8e*","HUGH SYMONS CONCEPT Technologies Ltd.","Alder Hills Park","Poole, Dorset BM12 4AR    ","GB"
"00:10:52*","METTLER-TOLEDO (ALBSTADT) GMBH","P.O. BOX 2 50","D-72423 ALBSTADT    ","DE"
"00:10:0e*","MICRO LINEAR COPORATION","2092 CONCOURSE DRIVE","SAN JOSE  CA  95131","US"
"00:10:d7*","ARGOSY RESEARCH INC.","NO. 44, LANE 411, CHUNG HUA RD","TW",""
"00:10:59*","DIABLO RESEARCH CO. LLC","825 STEWART DRIVE","SUNNYVALE  CA  94086","US"
"00:10:b6*","ENTRATA COMMUNICATIONS CORP.","574 HERITAGE RD.","SOUTHBURY  CT  06488","US"
"00:10:19*","SIRONA DENTAL SYSTEMS GmbH & Co. KG","FABRIKSTRASSE 31","64625 BENSHEIM    ","DE"
"b0:1f:81*","IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.","PISCATAWAY  NJ  08854","US",""
"58:fc:db*","IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.","PISCATAWAY  NJ  08854","US",""
"7c:70:bc*","IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.","PISCATAWAY  NJ  08854","US",""
"2c:26:5f*","IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.","PISCATAWAY  NJ  08854","US",""
"74:e1:4a*","IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.","PISCATAWAY  NJ  08854","US",""
"f8:02:78*","IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.","PISCATAWAY  NJ  08854","US",""
"d0:22:12*","IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.","PISCATAWAY  NJ  08854","US",""
"00:90:71*","Applied Innovation Inc.","5800 Innovation Drive","Dublin  OH  43016-3271","US"
"00:90:31*","MYSTICOM, LTD.","P.O. 8364","NATANIA 42504    ","IL"
"00:90:1f*","ADTEC PRODUCTIONS, INC.","408 RUSSELL STREET","NASHVILLE  TN  37206","US"
"00:90:81*","ALOHA NETWORKS, INC.","1001A O'REILLY AVENUE","SAN FRANCISCO  CA  94129-0472","US"
"00:90:d0*","Thomson Telecom Belgium","Prins Boudewijnlaan 47","B-2650 EDEGEM    ","BE"
"00:90:75*","NEC DO BRASIL S.A.","RODOVIA PRESIDENTE DUTRA, KM 218","São Paulo-SP  CEP - 07210-902  ","BR"
"00:90:2e*","NAMCO LIMITED","1-1-32 SHIN-URASHIMA-CHO","KANAGAWA 221-0031    ","JP"
"00:90:87*","ITIS","CENTRE ESPACE PERFORMANCE","35769 SAINT-GREGOIRE CEDEX    ","FR"
"00:90:6e*","PRAXON, INC.","1700 DELL AVENUE","CAMPBELL  CA  95008","US"
"00:90:39*","SHASTA NETWORKS","249 HUMBOLDT COURT","SUNNYVALE  CA  94089-1300","US"
"00:90:9a*","ONE WORLD SYSTEMS, INC.","1144 EAST ARQUES AVENUE","SUNNYVALE  CA  94086","US"
"00:90:53*","DAEWOO ELECTRONICS CO., LTD.","DIT RESEARCH CENTER","CHUNG-GU  SEOUL 100-714  ","KR"
"00:90:9e*","Critical IO, LLC","485 E. 17th Street","Costa Mesa  CA  92627","US"
"00:90:c2*","JK microsystems, Inc.","1275 YUBA AVENUE","SAN PABLO  CA  94806","US"
"00:90:91*","DigitalScape, Inc.","6 MORGAN  - STE.#100","IRVINE  CA  92618","US"
"00:90:ed*","CENTRAL SYSTEM RESEARCH CO., LTD.","4-13-2 HIYOSHICHO","KOKUBUNJI-CITY  TOKYO 18500032  ","JP"
"00:90:1b*","DIGITAL CONTROLS","305 PIONEER BLVD.","SPRINGBORO  OH  45066-1100","US"
"00:90:5c*","EDMI","626 OLD GYMPIE ROAD","NARANGBA  QLD 4504  ","AU"
"00:10:13*","Kontron America, Inc.","14118 Stowe Drive","Poway,  CA  9206","US"
"00:10:e9*","RAIDTEC LTD.","CASTLE ROAD","Little Island  County Cork  ","IE"
"00:10:03*","IMATRON, INC.","389 OYSTER POINT BLVD.","SO. SAN FRANCISCO  CA  94080","US"
"00:10:5a*","3COM CORPORATION","5400 BAYFRONT PLAZA","SANTA CLARA  CA  95052","US"
"00:10:a9*","ADHOC TECHNOLOGIES","1150 FIRST STREET","SAN JOSE  CA  95112","US"
"00:04:00*","LEXMARK INTERNATIONAL, INC.","740 NEW CIRCLE ROAD","LEXINGTON  KY  40550","US"
"00:10:1a*","PictureTel Corp.","100 MINUTEMAN ROAD, MS641","ANDOVER  MA  01810","US"
"00:10:97*","WinNet Metropolitan Communications Systems, Inc.","661 EAST ARQUES AVE.","SUNNYVALE  CA  94086","US"
"00:10:6f*","TRENTON TECHNOLOGY INC.","2350 CENTENNIAL DRIVE","GAINESVILLE  GA  30504","US"
"00:10:c6*","Universal Global Scientific Industrial Co., Ltd.","141, LANE 351,SEC.1, TAIPING RD.","TSAOTUEN,  NANTOU  54261","TW"
"00:10:4f*","Oracle Corporation ","500 Oracle Parkway","Redwood Shores  CA  950565","US"
"00:50:ec*","OLICOM A/S","NYBROVEJ 114","DK",""
"00:50:83*","GILBARCO, INC.","POB 22087","GREENSBORO  NC  27420","US"
"00:50:cf*","VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE","210 YADI OFFICE BUILDING","BEIJING 100088    ","CN"
"00:50:08*","TIVA MICROCOMPUTER CORP. (TMC)","48550 FREMONT BLVD.","FREMONT  CA  94538","US"
"00:50:01*","YAMASHITA SYSTEMS CORP.","5-7-12 IKEGAMI","OTA-KU TOKYO    ","JP"
"00:50:8c*","RSI SYSTEMS","5555 W. 78TH STREET, Suite F","EDINA  MN  55439","US"
"00:50:2d*","ACCEL, INC.","1F, NO. 7, R&D 1ST ROAD","HSINCHU    ","TW"
"00:50:b8*","INOVA COMPUTERS GMBH & CO. KG","SUDETENSTRASSE 5","87600 KAUFBEUREN    ","DE"
"00:50:3a*","DATONG ELECTRONICS LTD.","CLAYTON WOOD CLOSE","Leeds LS16 6QE    ","GB"
"00:50:8e*","OPTIMATION, INC.","P.O. BOX 14357","HUNTSVILLE  AL  35815","US"
"00:90:b3*","AGRANAT SYSTEMS","1345 MAIN STREET","WALTHAM  MA  02154","US"
"00:90:a4*","ALTIGA NETWORKS","124 GROVE STREET","FRANKLIN  MA  02038-3206","US"
"00:90:6c*","Sartorius Hamburg GmbH","Meiendorferstraße 205","Hamburg    D-22145","DE"
"00:90:fc*","NETWORK COMPUTING DEVICES","301 RAVENDALE DRIVE","MOUNTAIN VIEW  CA  94043","US"
"00:90:a3*","Corecess Inc.","135-726, Keopyung B-Town 1F, 203, Nonhyu","Seoul    ","KR"
"00:90:22*","IVEX","4295 INTERNATIONAL BLVD.","NORCROSS  GA  30093","US"
"00:90:a5*","SPECTRA LOGIC","1700 N. 55TH STREET","BOULDER  CO  80301","US"
"00:90:ba*","VALID NETWORKS, INC.","6 CROMWELL #102","IRVINE  CA  92618","US"
"00:90:ee*","PERSONAL COMMUNICATIONS TECHNOLOGIES","50 STILES ROAD","SALEM  NH  03079","US"
"00:90:cd*","ENT-EMPRESA NACIONAL DE TELECOMMUNICACOES, S.A.","R. ENG FREDERICO ULRICH -  APARTADO 3081","Guardeiras - 4470 Moreira Maia    ","PT"
"00:50:51*","IWATSU ELECTRIC CO., LTD.","7-41, KUGAYAMA 1-CHOME","SUGINAMI-KU, TOKYO 168-8501    ","JP"
"00:50:bb*","CMS TECHNOLOGIES","13955 FARMINGTON RAOD","LIVONIA  MI  48154","US"
"00:50:be*","FAST MULTIMEDIA AG","RUEDESHEIMERSTR. 11-13","80686 MUNICH    ","DE"
"00:50:16*","SST/WOODHEAD INDUSTRIES","50 NORTHLAND ROAD","ONTARIO N2V 1N3    ","CA"
"00:50:ad*","CommUnique Wireless Corp.","1070 MARINA VILLAGE PARKWAY","ALAMEDA  CA  94501","US"
"00:50:03*","Xrite Inc","4300 44TH Street, S.E.","Grand Rapids  MI  49512","US"
"00:50:23*","PG DESIGN ELECTRONICS, INC.","48700 STRUCTURAL DRIVE","CHESTERFIELD  MI  48051","US"
"00:50:39*","MARINER NETWORKS","1585 S. MANCHESTER AVE.","ANAHEIM  CA  92802-2907","US"
"00:50:5a*","NETWORK ALCHEMY, INC.","1521.5 PACIFIC AVENUE","SANTA CRUZ  CA  95060","US"
"00:50:71*","AIWA CO., LTD.","1-11, KAMITOMATSURI 4-CHOME","UTSUNOMIYA-SHI, TOCHIGI-KEN 320-85    ","JP"
"00:90:d2*","ARTEL VIDEO SYSTEMS","237 CEDAR HILL ST.","MARLBORO  MA  01752","US"
"00:90:a0*","8X8 INC.","2445 MISSION COLLEGE BLVD.","SANTA CLARA  CA  95054","US"
"00:90:7c*","DIGITALCAST, INC.","503, ILKWANG BLDG., 1656-2","SEOCHO-KU   SEOUL  ","KR"
"00:90:df*","MITSUBISHI CHEMICAL AMERICA, INC.","445 INDIO WAY","SUNNYVALE  CA  94086","US"
"00:90:23*","ZILOG INC.","910 East Hamilton Ave.","Campbell  CA  95008","US"
"00:90:8a*","BAYLY COMMUNICATIONS, INC.","105 GREEN COURT","AJAX  Ontario  L1S 6W9  ","CA"
"00:90:41*","APPLIED DIGITAL ACCESS","9855 SCRANTON ROAD","SAN DIEGO  CA  92121","US"
"00:90:63*","COHERENT COMMUNICATIONS SYSTEMS CORPORATION","45085 UNIVERSITY DRIVE","ASHBURN  VA  20147","US"
"00:90:d8*","WHITECROSS SYSTEMS","3A WATERSIDE PARK, COOKHAM RD","BERKSHIRE RG12 1RB    ","GB"
"00:90:11*","WAVTrace, Inc.","1555 132ND AVE. NE","BELLEVUE  WA  98005","US"
"00:50:b0*","TECHNOLOGY ATLANTA CORPORATION","500 Sugar Mill Road","Atlanta  GA  30350","US"
"00:50:4e*","SIERRA MONITOR CORP.","1991 TAROB COURT","MILPITAS  CA  95035","US"
"00:50:4d*","Tokyo Electron Device Limited","1, Higashikata-machi, Tsuzuki-ku,","Yokohama-shi  Kanagawa-ken  ","JP"
"00:50:7f*","DrayTek Corp.","26, Fushing Rd.","Hsinchu  Hukou  303","TW"
"00:50:f7*","VENTURE MANUFACTURING (SINGAPORE) LTD.","#05-01 Techplace II    569873","SG",""
"00:50:29*","1394 PRINTER WORKING GROUP","P.O. BOX 23158","SAN JOSE  CA  95153","US"
"00:50:0d*","SATORI ELECTORIC CO., LTD.","TIGUSADAI 38-8  MIDORI-KU","YOKOHAMA, KANAGAWA    ","JP"
"00:e0:76*","DEVELOPMENT CONCEPTS, INC.","1000 N. BROAD STREET","LANSDALE  PA  19446","US"
"00:e0:a7*","IPC INFORMATION SYSTEMS, INC.","METRO CENTER","STAMFORD  CT  06907","US"
"00:e0:a4*","ESAOTE S.p.A.","via di CACIOLLE, 15","50127 FLORENCE    ","IT"
"00:e0:80*","CONTROL RESOURCES CORPORATION","16-00 POLLITT DRIVE","FAIR LAWN  NJ  07410","US"
"00:e0:cc*","HERO SYSTEMS, LTD.","THE BARNES, COOMBELANDS LANE,","SURREY KT15 1HY  ENGLAND  ","GB"
"00:e0:99*","SAMSON AG","WEISMULLERSTR. 3","D-60314 FRANKFURT    ","DE"
"00:e0:19*","ING. GIORDANO ELETTRONICA","VIA PIETRO COSSA  115/12","10146-TORINO    ","IT"
"00:e0:d7*","SUNSHINE ELECTRONICS, INC.","46560 FREMONT BLVD. -STE. #113","FREMONT  CA  94538","US"
"00:e0:da*","Alcatel North America ESD","26801 West Agoura Road","CALABASAS  CA  91301","US"
"00:e0:68*","MERRIMAC SYSTEMS INC.","2144 MC COY ROAD","CARROLLTON  TX  75006","US"
"00:e0:1d*","WebTV NETWORKS, INC.","305 LYTTON AVE.","PALO ALTO  CA  94301","US"
"00:e0:1f*","AVIDIA Systems, Inc.","135 NORTH PLAINS INDUSTRIAL RD","WALLINGFORD  CT  06492","US"
"00:e0:56*","HOLONTECH CORPORATION","2039 SAMARITAN DRIVE","SAN JOSE  CA  95124","US"
"00:e0:c9*","AutomatedLogic Corporation","1150 ROBERTS BOULEVARD","KENNESAW  GA  30144-3618","US"
"00:e0:ba*","BERGHOF AUTOMATIONSTECHNIK GmbH","HARRET STRASSE 1","D 72800 ENINGEN    ","DE"
"00:e0:30*","MELITA INTERNATIONAL CORP.","5051 PEACHTREE CORNERS CIRCLE","NORCROSS  GA  30092","US"
"00:e0:b2*","TELMAX COMMUNICATIONS CORP.","46515 LANDING PARKWAY","FREMONT  CA  94538","US"
"00:60:f1*","EXP COMPUTER, INC.","141 EILEEN WAY","SYOSSET  NY  11791","US"
"00:60:40*","NETRO CORP.","3120 SCOTT BLVD.","SANTA CLARA  CA  95054","US"
"00:60:34*","ROBERT BOSCH GmbH","POSTBOX 11 62","D-64701 ERBACH    ","DE"
"00:60:ba*","SAHARA NETWORKS, INC.","335 HIGHLAND AVE.","CHESHIRE  CT  06410","US"
"00:60:96*","T.S. MICROTECH INC.","20818 HIGGINS COURT","TORRANCE  CA  90501","US"
"00:60:3a*","QUICK CONTROLS LTD.","DURHAM HOUSE, WARWICK COURT","MANCHESTER  M24 1AE    ","GB"
"00:60:ac*","RESILIENCE CORPORATION","1755 EMBARCADERO ROAD-STE #120","PALO ALTO  CA  94303","US"
"00:60:eb*","FOURTHTRACK SYSTEMS","UNIT 3 THE SYCAMORES","MARLOW - SL7 1QB    ","GB"
"00:60:6d*","DIGITAL EQUIPMENT CORP.","550 KING STREET","LITTLETON  MA  01460","US"
"00:60:14*","EDEC CO., LTD.","9F OF T.O.C. BUILDING","SHINAGAWAKU,  TOKYO    ","JP"
"00:60:e1*","ORCKIT COMMUNICATIONS LTD.","38 NAHALAT YIZHAK STREET","TEL-AVIV  67448    ","IL"
"00:60:62*","TELESYNC, INC.","5555 OAKBROOK PKWY-STE #110","NORCROSS  GA  30093","US"
"00:60:38*","Nortel Networks","Global Operations Engineering","Brampton  ON  l6T 5P6 Cana","CA"
"00:60:95*","ACCU-TIME SYSTEMS, INC.","420 SOMERS ROAD","ELLINGTON  CT  06029","US"
"00:10:10*","INITIO CORPORATION","2188 B DEL FRANCO STREET","SAN JOSE  CA  95118","US"
"00:e0:07*","Avaya ECS Ltd","Unit 1 Sterling Court, Mundells","Welwyn Garden City  Hert  AL7 1LZ","GB"
"00:e0:bd*","INTERFACE SYSTEMS, INC.","5855 INTERFACE DRIVE","ANN ARBOR  MI  48103-9515","US"
"00:e0:71*","EPIS MICROCOMPUTER","LAUTLINGER STRASSE 147","72458 ALBSTADT    ","DE"
"00:e0:a6*","TELOGY NETWORKS, INC.","20250 CENTURY BLVD.","GERMANTOWN  MD  20874","US"
"00:e0:26*","Redlake MASD LLC","3440 E. Pritannia Dr.","Tuscon  AZ  85706","US"
"00:e0:b8*","GATEWAY 2000","610 GATEWAY DRIVE","N. SIOUX CITY  SD  57049","US"
"00:e0:88*","LTX-Credence CORPORATION","825 UNIVERSITY AVENUE","NORWOOD  MA  02062-2643","US"
"00:e0:7c*","METTLER-TOLEDO, INC.","1150 DEARBORN DRIVE","WORTHINGTON  OH  43085","US"
"00:e0:8c*","NEOPARADIGM LABS, INC.","1735 N. FIRST ST.,  STE #108","SAN JOSE  CA  95112","US"
"00:e0:61*","EdgePoint Networks, Inc.","2238 MARTIN AVENUE","SANTA CLARA  CA  95050","US"
"00:e0:6e*","FAR SYSTEMS S.p.A.","VIA F. ZENI 8","3868 ROVERETO (TN)    ","IT"
"00:e0:1b*","SPHERE COMMUNICATIONS, INC.","2 ENERGY DRIVE","LAKE BLUFF  IL  60044","US"
"00:10:da*","Kollmorgen Corp","33 S.LA PATERA LN","SANTA BARBARA  CA  93117","US"
"00:10:df*","RISE COMPUTER INC.","9F, NO. 306-3, TATUNG RD.","TAIPEI HSIEN    ","TW"
"00:10:9e*","AWARE, INC.","ONE OAK PARK","BEDFORD  MA  01730","US"
"00:10:72*","GVN TECHNOLOGIES, INC.","8200 BRYAN DAIRY ROAD","LARGO  FL  33777","US"
"00:10:22*","SatCom Media Corporation","3255-7 SCOTT BLVD.","SANTA CLARA  CA  95054","US"
"00:10:c7*","DATA TRANSMISSION NETWORK","9110 W. DODGE RD. - STE.#200","OMAHA  NE  68114","US"
"00:10:98*","STARNET TECHNOLOGIES, INC.","2210 O'TOOLE AVE.","SAN JOSE  CA  95131","US"
"00:10:96*","TRACEWELL SYSTEMS, INC.","567 ENTERPRISE DRIVE","WESTERVILLE  OH  43081","US"
"00:10:82*","JNA TELECOMMUNICATIONS LIMITED","16 SMITH ST, CHATSWOOD","NSW 2067  ","AU"
"00:10:21*","ENCANTO NETWORKS, INC.","2953 BUNKER HILL LANE","SANTA CLARA  CA  95054","US"
"00:10:ce*","VOLAMP, LTD.","UNIT 3 RIVERSIDE BUSINESS PARK","FARNHAM, SURREY  ENGLAND  ","GB"
"00:10:b2*","COACTIVE AESTHETICS","4000 BRIDGEWAY - STE. #303","SAUSALITA  CA  94965","US"
"00:10:9a*","NETLINE","7, Rue de Bievres","92140 CLAMART    ","FR"
"00:60:d5*","MIYACHI TECHNOS CORP.","95-3, FUTASUZUKA","NODA CITY, CHIBA, 278    ","JP"
"00:60:99*","SBE, Inc.","4000 Executive Parkway","San Ramon  CA  94583","US"
"00:60:fd*","NetICs, Inc.","42 NAGOG PARK","ACTON  MA  01720","US"
"00:60:b5*","KEBA GmbH","GEWERBEPARK URFAHR","A-4041 LINZ    ","AT"
"00:60:27*","Superior Modular Products","General Technology Division","MELBOURNE  FL  32940","US"
"00:60:dc*","Toyo Network Systems  & System Integration Co. LTD","18 Nihon-odori,Naka-ku","Yokohama, Kanagawa    231-0021","JP"
"00:60:c1*","WaveSpan Corporation","500 N. BERNARDO AVE.","MOUNTAIN VIEW  CA  94043","US"
"00:60:41*","Yokogawa Electric Corporation","2-9-31 Nakacho, Musashino-shi","Tokyo 180-8750    ","JP"
"00:60:05*","FEEDBACK DATA LTD.","PARK ROAD","EAST SUSSEX, TN6 2QR    ","GB"
"00:60:7b*","FORE SYSTEMS, INC.","1000 FORE DRIVE","WARRENDALE  PA  15086","US"
"00:60:9c*","Perkin-Elmer Incorporated","710 Bridgeport Ave.","Shelton  CT  06484","US"
"00:60:07*","ACRES GAMING, INC.","815 NW 9TH STREET","CORVALLIS  OR  97330","US"
"00:60:35*","DALLAS SEMICONDUCTOR, INC.","4401 SOUTH BELTWOOD PARKWAY","DALLAS  TX  75244-3292","US"
"00:10:ea*","ADEPT TECHNOLOGY","150 ROSE ORCHARD WAY","SAN JOSE  CA  95134","US"
"00:10:bd*","THE TELECOMMUNICATION TECHNOLOGY COMMITTEE (TTC)","1-1-12 Shiba Kouen, Minato-ku","MINATO-KU,    TOKYO  105-0011","JP"
"00:10:1d*","WINBOND ELECTRONICS CORP.","NO. 4, CREATION RD. III","HSIN CHU    ","TW"
"00:10:5f*","ZODIAC DATA SYSTEMS","5 Av Des Andes","Les Ulis    91940","FR"
"00:10:cb*","FACIT K.K.","HIMEI NIHOMBASHI BLDG. 3F","CHUO-KU, TOKYO 103    ","JP"
"00:10:8c*","FUJITSU TELECOMMUNICATIONS EUROPE, LTD.","SOLIHULL PARKWAY","BIRMINGHAM B37 7YU  England  ","GB"
"00:10:75*","Segate Technology LLC","10200 S De Anza Blvd","Cupertino  CA  95014","US"
"00:10:58*","ArrowPoint Communications","235 LITTLETON ROAD","WESTFORD  MA  01886","US"
"00:10:a8*","RELIANCE COMPUTER CORP.","3032 BUNKER HILL LANE","SANTA CLARA  CA  95054","US"
"00:10:aa*","MEDIA4, INC.","250 14TH ST. NW - STE #4002","ATLANTA  GA  30318","US"
"00:10:e8*","TELOCITY, INCORPORATED","992 SOUTH DE ANZA BLVD","SAN JOSE  CA  95129","US"
"00:60:9f*","PHAST CORPORATION","79 WEST 4500 SOUTH - BLDG.#14","SALT LAKE CITY  UT  84107","US"
"00:60:67*","ACER NETXUS INC.","5F-3, 5 HSIN ANN ROAD  SBIP","HSINCHU 300    ","TJ"
"00:60:0c*","Eurotech Inc.","10260 Old Columbia Road","COLUMBIA  MD  21046","US"
"00:60:25*","ACTIVE IMAGING PLC","HATTORI HOUSE","MAIDENHEAD  Berkshire SL6 4UB  ","GB"
"00:60:71*","MIDAS LAB, INC.","4 KATAMACHI,","TOKYO 160  ","JP"
"00:60:a7*","MICROSENS GmbH & CO. KG","Kueferstrasse 16","D-59067 Hamm    ","DE"
"00:60:fc*","CONSERVATION THROUGH INNOVATION LTD.","1040 WHIPPLE ST.- STE. #225","PRESCOTT  AZ  86301","US"
"00:60:d4*","ELDAT COMMUNICATION LTD.","10 HAKISHON STREET","BNEI-BRAK  51203    ","IL"
"00:60:85*","Storage Concepts","14352 Chamber Road","Tustin  CA  92780","US"
"00:60:d3*","AT&T","101 CRAWFORDS CORNER ROAD, Rd. 1J321","HOLMDEL  NJ  07733-3030","US"
"00:60:18*","STELLAR ONE CORPORATION","500 108TH AVE. NE--STE. #2200","BELLEVUE  WA  98004","US"
"00:60:2b*","PEAK AUDIO","1790 30TH STREET STE #414","BOULDER  CO  80301","US"
"00:e0:ae*","XAQTI CORPORATION","1630 OAKLAND RD. #A-214","SAN JOSE  CA  95131","US"
